,Isolate,Medium,plateID,Condition,Location_growth,Location_ATP,Growth,Oxygen_growth,ATP,Oxygen_ATP
165,Aspergillus_oryzae_NRRL_5589,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,44.661485730348105,416.7801993368499,1000.0,1000.0
166,Aspergillus_oryzae_NRRL_3488,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,44.52009532789561,416.6266118999599,1000.0,1000.0
167,Aspergillus_oryzae_NRRL_5592,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,50.76949185119989,505.7274365880509,1000.0,1000.0
168,Aspergillus_oryzae_NRRL_35890,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,44.69473308512306,917.1156542485433,1000.0,1000.0
169,Aspergillus_oryzae_NRRL_471,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,44.52009532789547,1000.0,1000.0,1000.0
170,Pan_oryzae,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,51.71779773137547,100.15248551439231,1000.0,157.53952950250684
171,template,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,37.34026411857655,1000.0,1000.0,139.18360007192953
172,Aspergillus_oryzae_RIB40_CAoGD,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,38.02261538931652,980.3464315320812,1000.0,139.18360007192953
173,Aspergillus_oryzae_NRRL_2217,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,44.85104029093552,692.096058963785,1000.0,139.18360007192953
174,Aspergillus_oryzae_NRRL_3483,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,44.817560070159814,701.6341329591295,1000.0,139.18360007192953
175,Aspergillus_oryzae_NRRL_5589,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,44.81756007015983,714.8181958872518,1000.0,139.18360007192953
176,Aspergillus_oryzae_NRRL_3488,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,44.81756007015983,714.8181958872515,1000.0,139.18360007192953
177,Aspergillus_oryzae_NRRL_5592,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,44.8175600701596,695.4515238571411,1000.0,139.18360007192953
178,Aspergillus_oryzae_NRRL_35890,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,44.851040290935444,694.6899803239388,1000.0,139.18360007192953
179,Aspergillus_oryzae_NRRL_471,N_Acetyl_D_Glucosamine,PM01,N_Acetyl_D_Glucosamine-PM01,Extracellular,Extracellular,44.81756007016001,704.2261180194901,1000.0,139.18360007192953
180,Pan_oryzae,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,46.20016361394245,335.3580912226488,1000.0,208.28848223896685
181,template,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,32.99843268268632,405.9681158469635,1000.0,132.71604938271608
182,Aspergillus_oryzae_RIB40_CAoGD,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,33.39284750533598,403.8547945574531,1000.0,98.02431610942247
183,Aspergillus_oryzae_NRRL_2217,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,43.090498823212464,411.5415819602907,1000.0,98.02431610942247
184,Aspergillus_oryzae_NRRL_3483,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,43.05959451398922,411.63074589989117,1000.0,98.02431610942247
185,Aspergillus_oryzae_NRRL_5589,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,43.059594513985196,432.9194528705221,1000.0,98.02431610942247
186,Aspergillus_oryzae_NRRL_3488,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,43.0595945139891,432.91945287047685,1000.0,98.02431610942247
187,Aspergillus_oryzae_NRRL_5592,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,43.0595945139891,432.91945287047685,1000.0,98.02431610942247
188,Aspergillus_oryzae_NRRL_35890,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,43.09049882320791,432.8114992976323,1000.0,98.02431610942247
189,Aspergillus_oryzae_NRRL_471,D_Sorbitol,PM01,D_Sorbitol-PM01,Extracellular,Extracellular,43.059594513986376,432.9194528705126,1000.0,98.02431610942247
190,Pan_oryzae,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,43.28355279429202,979.1035699913483,1000.0,260.1373446697187
191,template,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,15.090148385238683,861.6774915219382,1000.0,602.4773250304589
192,Aspergillus_oryzae_RIB40_CAoGD,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,15.372878175233263,864.0880385828006,1000.0,602.4773250304589
193,Aspergillus_oryzae_NRRL_2217,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.309266010571243,869.9878292873835,1000.0,602.4773250304589
194,Aspergillus_oryzae_NRRL_3483,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,27.271176149352424,1000.0,1000.0,602.4773250304589
195,Aspergillus_oryzae_NRRL_5589,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.29683840644551,950.8844906275622,1000.0,602.4773250304589
196,Aspergillus_oryzae_NRRL_3488,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.296838406445495,901.7689812551247,1000.0,602.4773250304589
197,Aspergillus_oryzae_NRRL_5592,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.296838406445392,900.5831190598302,1000.0,602.4773250304589
198,Aspergillus_oryzae_NRRL_35890,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.309266010571204,900.8623751088392,1000.0,602.4773250304589
199,Aspergillus_oryzae_NRRL_471,m_Hydroxy_Phenylacetic_Acid,PM01,m_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.296838406445403,900.5831190598301,1000.0,602.4773250304589
200,Pan_oryzae,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,46.20016361394258,0.0,1000.0,101.08037516324345
201,template,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,32.99843268268641,335.58290632947467,1000.0,266.5608528988981
202,Aspergillus_oryzae_RIB40_CAoGD,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,33.39284750533608,336.8261967495047,1000.0,266.56085289889796
203,Aspergillus_oryzae_NRRL_2217,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,43.09049882321266,519.8581862179865,1000.0,266.56085289889796
204,Aspergillus_oryzae_NRRL_3483,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,43.05959451398923,475.7335489547244,1000.0,358.43953764078276
205,Aspergillus_oryzae_NRRL_5589,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,43.0595945139891,476.90181170573703,1000.0,358.43953764078265
206,Aspergillus_oryzae_NRRL_3488,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,43.0595945139891,476.90181170573715,1000.0,358.43953764078265
207,Aspergillus_oryzae_NRRL_5592,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,43.05959451398922,515.3429208047975,1000.0,358.43953764078265
208,Aspergillus_oryzae_NRRL_35890,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,43.09049882321261,492.97233557543785,1000.0,358.43953764078265
209,Aspergillus_oryzae_NRRL_471,D_Raffinose,PM02A,D_Raffinose-PM02A,Extracellular,Extracellular,43.05959451398896,697.5336855745699,1000.0,358.43953764078265
210,Pan_oryzae,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,36.46287661277367,1000.0,1000.0,175.9090909090909
211,template,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,0.0,0.0,0.0,0.0
212,Aspergillus_oryzae_RIB40_CAoGD,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,16.074606234816816,575.8097511872124,1000.0,195.50840451915124
213,Aspergillus_oryzae_NRRL_2217,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,26.37613804013513,597.6000929430566,1000.0,195.50840451915127
214,Aspergillus_oryzae_NRRL_3483,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,26.35876822642621,517.6565236189608,1000.0,648.5127775450354
215,Aspergillus_oryzae_NRRL_5589,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,24.86383745796488,497.10633321180967,1000.0,333.6206896551724
216,Aspergillus_oryzae_NRRL_3488,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,0.0,0.0,0.0,0.0
217,Aspergillus_oryzae_NRRL_5592,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,0.0,0.0,0.0,0.0
218,Aspergillus_oryzae_NRRL_35890,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,24.87842954813414,724.4414358697475,1000.0,345.5357142857143
219,Aspergillus_oryzae_NRRL_471,L_Ornithine,PM02A,L_Ornithine-PM02A,Extracellular,Extracellular,24.863837457964912,724.7354746255714,1000.0,345.53571428571433
220,Pan_oryzae,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,52.072246471036124,0.0,1000.0,161.83440200724837
221,template,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,37.28653935631499,339.6383362551395,1000.0,161.83440200724837
222,Aspergillus_oryzae_RIB40_CAoGD,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,37.903140471141754,341.20930317395346,1000.0,161.83440200724837
223,Aspergillus_oryzae_NRRL_2217,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,44.69473308512325,456.8823138898905,1000.0,161.83440200724837
224,Aspergillus_oryzae_NRRL_3483,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,44.52009532789553,465.6220673680542,1000.0,161.83440200724837
225,Aspergillus_oryzae_NRRL_5589,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,44.66148573034813,465.82671595471004,1000.0,161.83440200724837
226,Aspergillus_oryzae_NRRL_3488,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,44.520095327895625,478.2100865138138,1000.0,161.83440200724837
227,Aspergillus_oryzae_NRRL_5592,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,48.314984061481866,545.6933670577607,1000.0,161.83440200724837
228,Aspergillus_oryzae_NRRL_35890,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,44.69473308512309,542.2695543438109,1000.0,161.83440200724837
229,Aspergillus_oryzae_NRRL_471,L_Norvaline,PM03B,L_Norvaline-PM03B,Extracellular,Extracellular,44.5200953278955,635.8543925974468,1000.0,161.83440200724837
230,Pan_oryzae,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,46.200163613942415,0.0,1000.0,0.0
231,template,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,32.899177429758524,512.630599269942,1000.0,0.0
232,Aspergillus_oryzae_RIB40_CAoGD,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,33.29120902341069,873.2829512566735,1000.0,0.0
233,Aspergillus_oryzae_NRRL_2217,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,43.0904988232128,762.8366696110711,1000.0,0.0
234,Aspergillus_oryzae_NRRL_3483,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,42.92814990274065,773.6312986408184,1000.0,0.0
235,Aspergillus_oryzae_NRRL_5589,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,43.05959451398911,776.112264564129,1000.0,0.0
236,Aspergillus_oryzae_NRRL_3488,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,42.92814990273777,915.8689370991967,1000.0,0.0
237,Aspergillus_oryzae_NRRL_5592,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,42.928149902736436,905.5594634168042,1000.0,0.0
238,Aspergillus_oryzae_NRRL_35890,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,43.09049882321249,936.0604518092273,1000.0,0.0
239,Aspergillus_oryzae_NRRL_471,b_Gentiobiose,PM02A,b_Gentiobiose-PM02A,Extracellular,Extracellular,42.92814990273766,945.1447953375009,1000.0,0.0
240,Pan_oryzae,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,46.20016361394247,512.4692402575802,1000.0,181.40625
241,template,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,32.99843268268618,602.8394957466905,1000.0,181.40625
242,Aspergillus_oryzae_RIB40_CAoGD,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,33.39284750533613,591.5001056456458,1000.0,181.40625
243,Aspergillus_oryzae_NRRL_2217,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,43.09049882321266,523.1668158914453,1000.0,181.40625
244,Aspergillus_oryzae_NRRL_3483,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,43.05959451398924,523.2920117010271,1000.0,181.40625
245,Aspergillus_oryzae_NRRL_5589,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,43.05959451398924,526.6199404724407,1000.0,181.40625
246,Aspergillus_oryzae_NRRL_3488,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,43.059594513989246,526.6199404724405,1000.0,181.40625
247,Aspergillus_oryzae_NRRL_5592,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,43.05959451398921,763.0502581410874,1000.0,181.40625
248,Aspergillus_oryzae_NRRL_35890,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,43.09049882320724,764.046537915031,1000.0,181.40625
249,Aspergillus_oryzae_NRRL_471,Palatinose,PM02A,Palatinose-PM02A,Extracellular,Extracellular,43.0595945139893,526.9867124197681,1000.0,181.40625
250,Pan_oryzae,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,46.20016361394247,512.4692402575802,1000.0,181.40625
251,template,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,32.99843268268618,602.8394957466905,1000.0,181.40625
252,Aspergillus_oryzae_RIB40_CAoGD,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,33.39284750533613,591.5001056456458,1000.0,181.40625
253,Aspergillus_oryzae_NRRL_2217,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,43.09049882321266,523.1668158914453,1000.0,181.40625
254,Aspergillus_oryzae_NRRL_3483,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,43.05959451398924,523.2920117010271,1000.0,181.40625
255,Aspergillus_oryzae_NRRL_5589,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,43.05959451398924,526.6199404724407,1000.0,181.40625
256,Aspergillus_oryzae_NRRL_3488,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,43.059594513989246,526.6199404724405,1000.0,181.40625
257,Aspergillus_oryzae_NRRL_5592,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,43.05959451398921,763.0502581410874,1000.0,181.40625
258,Aspergillus_oryzae_NRRL_35890,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,43.09049882320724,764.046537915031,1000.0,181.40625
259,Aspergillus_oryzae_NRRL_471,Turanose,PM02A,Turanose-PM02A,Extracellular,Extracellular,43.0595945139893,526.9867124197681,1000.0,181.40625
260,Pan_oryzae,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,46.200163613942316,544.8973571078595,1000.0,171.42565081095822
261,template,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,32.99843268268634,792.3237053377078,1000.0,183.68592351505288
262,Aspergillus_oryzae_RIB40_CAoGD,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,33.39284750533597,556.0041688450508,1000.0,183.68592351505347
263,Aspergillus_oryzae_NRRL_2217,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,43.09049882321265,525.6733392221424,1000.0,246.7325470194453
264,Aspergillus_oryzae_NRRL_3483,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,43.059594513989126,523.5519127404449,1000.0,246.7325470194453
265,Aspergillus_oryzae_NRRL_5589,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,43.05959451398924,528.4380665378193,1000.0,246.7325470194453
266,Aspergillus_oryzae_NRRL_3488,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,43.059594513989104,528.4380665378194,1000.0,246.7325470194453
267,Aspergillus_oryzae_NRRL_5592,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,43.05959451398922,537.6056642808339,1000.0,246.7325470194453
268,Aspergillus_oryzae_NRRL_35890,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,43.09049882321265,526.0788491666918,1000.0,246.7325470194453
269,Aspergillus_oryzae_NRRL_471,D_Mannitol,PM01,D_Mannitol-PM01,Extracellular,Extracellular,43.05959451398919,526.035790773228,1000.0,246.7325470194453
270,Pan_oryzae,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,46.20016361394243,377.449732609321,1000.0,0.0
271,template,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,33.987859855828404,1000.0,1000.0,0.0
272,Aspergillus_oryzae_RIB40_CAoGD,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,34.40643160479262,1000.0,1000.0,0.0
273,Aspergillus_oryzae_NRRL_2217,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,44.54401118218314,1000.0,1000.0,0.0
274,Aspergillus_oryzae_NRRL_3483,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,44.37054699835165,657.7297363250796,1000.0,0.0
275,Aspergillus_oryzae_NRRL_5589,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,44.51098760339236,645.6602250617359,1000.0,0.0
276,Aspergillus_oryzae_NRRL_3488,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,44.370546998351706,714.9626565553735,1000.0,0.0
277,Aspergillus_oryzae_NRRL_5592,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,44.370546998352054,437.5325297428969,1000.0,0.0
278,Aspergillus_oryzae_NRRL_35890,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,44.54401118218317,542.515959162914,1000.0,0.0
279,Aspergillus_oryzae_NRRL_471,D_Cellobiose,PM01,D_Cellobiose-PM01,Extracellular,Extracellular,44.37054699835183,546.8492281099748,1000.0,0.0
280,Pan_oryzae,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,43.76574483139377,970.3572547728902,1000.0,260.19191980930276
281,template,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,16.428934902551987,931.717913968842,1000.0,233.51316816923406
282,Aspergillus_oryzae_RIB40_CAoGD,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,16.727463531790825,932.6712769582497,1000.0,233.5131681692341
283,Aspergillus_oryzae_NRRL_2217,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.60110034445804,945.1129383183209,1000.0,233.5131681692341
284,Aspergillus_oryzae_NRRL_3483,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,27.501789949118315,1000.0,1000.0,233.5131681692341
285,Aspergillus_oryzae_NRRL_5589,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.588345568075276,956.3540249550567,1000.0,233.5131681692341
286,Aspergillus_oryzae_NRRL_3488,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.58834556807535,956.3540249550558,1000.0,233.5131681692341
287,Aspergillus_oryzae_NRRL_5592,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.58834556807535,956.3540249550558,1000.0,233.5131681692341
288,Aspergillus_oryzae_NRRL_35890,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.601100344458033,956.6453857517913,1000.0,233.5131681692341
289,Aspergillus_oryzae_NRRL_471,p_Hydroxy_Phenylacetic_Acid,PM01,p_Hydroxy_Phenylacetic_Acid-PM01,Extracellular,Extracellular,22.588345568075283,956.3540249550564,1000.0,233.5131681692341
290,Pan_oryzae,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,46.20016361394247,0.0,1000.0,0.0
291,template,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,32.89917742975856,586.0122204809907,1000.0,0.0
292,Aspergillus_oryzae_RIB40_CAoGD,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,33.291209023410744,537.174446916299,1000.0,0.0
293,Aspergillus_oryzae_NRRL_2217,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,43.090498823212535,523.1668158914451,1000.0,0.0
294,Aspergillus_oryzae_NRRL_3483,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,42.92814990273778,526.8722284441644,1000.0,0.0
295,Aspergillus_oryzae_NRRL_5589,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,43.05959451398923,526.7552776590285,1000.0,0.0
296,Aspergillus_oryzae_NRRL_3488,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,42.928149902737786,533.6948590509583,1000.0,0.0
297,Aspergillus_oryzae_NRRL_5592,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,42.92814990273781,528.146458521719,1000.0,0.0
298,Aspergillus_oryzae_NRRL_35890,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,43.090498823212556,528.2529049249895,1000.0,0.0
299,Aspergillus_oryzae_NRRL_471,b_Cyclodextrin,PM02A,b_Cyclodextrin-PM02A,Extracellular,Extracellular,42.92814990273781,528.1464585217188,1000.0,0.0
300,Pan_oryzae,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,55.37968725513067,0.0,1000.0,153.02491103202846
301,template,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,30.022070180678316,811.2344585112111,1000.0,365.7844990548205
302,Aspergillus_oryzae_RIB40_CAoGD,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,30.3814308356676,803.3783932752062,1000.0,365.7844990548205
303,Aspergillus_oryzae_NRRL_2217,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,48.39009202061884,545.7643995875746,1000.0,365.7844990548205
304,Aspergillus_oryzae_NRRL_3483,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,48.36310609159818,545.7388779407381,1000.0,365.7844990548205
305,Aspergillus_oryzae_NRRL_5589,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,48.277996582246864,545.6583865543394,1000.0,365.7844990548205
306,Aspergillus_oryzae_NRRL_3488,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,48.27799658224671,545.6583865543403,1000.0,365.7844990548205
307,Aspergillus_oryzae_NRRL_5592,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,48.27799658224684,542.163103301712,1000.0,365.7844990548205
308,Aspergillus_oryzae_NRRL_35890,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,48.3048875886308,542.1865882919836,1000.0,365.7844990548205
309,Aspergillus_oryzae_NRRL_471,Glycerol,PM01,Glycerol-PM01,Extracellular,Extracellular,48.277996582246686,542.1631033017126,1000.0,365.7844990548205
310,Pan_oryzae,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,55.072125298667714,760.4426488434609,1000.0,276.42857142857144
311,template,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,0.0,637.7083333333335,1000.0,276.42857142857144
312,Aspergillus_oryzae_RIB40_CAoGD,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,34.936414340263845,747.0048487974793,1000.0,276.42857142857144
313,Aspergillus_oryzae_NRRL_2217,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,44.6947330851232,1000.0,1000.0,276.42857142857144
314,Aspergillus_oryzae_NRRL_3483,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,0.0,718.5416666666667,1000.0,276.42857142857144
315,Aspergillus_oryzae_NRRL_5589,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,44.66148573034799,568.5713677641876,1000.0,276.42857142857144
316,Aspergillus_oryzae_NRRL_3488,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,0.0,440.1408450704226,1000.0,276.42857142857144
317,Aspergillus_oryzae_NRRL_5592,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,0.0,440.1408450704226,1000.0,276.42857142857144
318,Aspergillus_oryzae_NRRL_35890,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,44.69473308512298,582.6830025408689,1000.0,276.42857142857144
319,Aspergillus_oryzae_NRRL_471,Putrescine,PM03B,Putrescine-PM03B,Extracellular,Extracellular,44.52009532789515,605.8172426643052,1000.0,276.42857142857144
320,Pan_oryzae,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,45.0026810529053,410.0626028081078,1000.0,167.77015842988888
321,template,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,32.89917742975826,335.4890367610053,1000.0,322.5
322,Aspergillus_oryzae_RIB40_CAoGD,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,33.291209023410495,336.7274243889343,1000.0,431.55840535266236
323,Aspergillus_oryzae_NRRL_2217,Adonitol,PM01,Adonitol-PM01,Extracellular,Extracellular,42.95886575437681,411.52458730048147,1000.0,431.55840535266236
