,Isolate,Medium,plateID,Condition,Location_growth,Location_ATP,Growth,Oxygen_growth,ATP,Oxygen_ATP
17,Aspergillus_oryzae_NRRL_5592,D_Xylose,PM01,D_Xylose-PM01,Extracellular,Extracellular,42.92814990273778,753.3325367704376,1000.0,276.42857142857144
18,Aspergillus_oryzae_NRRL_35890,D_Xylose,PM01,D_Xylose-PM01,Extracellular,Extracellular,42.95886575437719,754.4682609911674,1000.0,276.42857142857144
19,Aspergillus_oryzae_NRRL_471,D_Xylose,PM01,D_Xylose-PM01,Extracellular,Extracellular,42.92814990273786,754.4127547531823,1000.0,276.42857142857144
20,Pan_oryzae,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,45.00268105290531,543.7336425673096,1000.0,175.9090909090909
21,template,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,32.89917742975835,715.8128667499218,1000.0,184.28571428571428
22,Aspergillus_oryzae_RIB40_CAoGD,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,33.291209023410545,688.7902419101997,1000.0,184.28571428571428
23,Aspergillus_oryzae_NRRL_2217,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,42.95886575437712,520.0716123540459,1000.0,184.28571428571428
24,Aspergillus_oryzae_NRRL_3483,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,42.92814990273763,454.5070410274095,1000.0,184.28571428571428
25,Aspergillus_oryzae_NRRL_5589,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,42.92814990273773,454.50704102741,1000.0,184.28571428571428
26,Aspergillus_oryzae_NRRL_3488,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,42.92814990273781,454.50704102741,1000.0,184.28571428571428
27,Aspergillus_oryzae_NRRL_5592,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,42.92814990273757,453.46877325758675,1000.0,184.28571428571428
28,Aspergillus_oryzae_NRRL_35890,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,42.958865754376916,453.49262138022294,1000.0,184.28571428571428
29,Aspergillus_oryzae_NRRL_471,D_Ribose,PM01,D_Ribose-PM01,Extracellular,Extracellular,42.928149902737744,453.46877325758663,1000.0,184.28571428571428
30,Pan_oryzae,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,45.00268105290517,0.0,1000.0,154.203745517333
31,template,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,32.89917742975845,322.83808727260947,1000.0,157.44507729861684
32,Aspergillus_oryzae_RIB40_CAoGD,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,33.291209023410616,283.8233817215949,1000.0,157.44507729861684
33,Aspergillus_oryzae_NRRL_2217,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,42.958865754376795,431.88401198334014,1000.0,157.44507729861684
34,Aspergillus_oryzae_NRRL_3483,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,42.928149902737644,411.3489984104682,1000.0,157.44507729861684
35,Aspergillus_oryzae_NRRL_5589,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,42.92814990273755,413.5435530856059,1000.0,157.44507729861684
36,Aspergillus_oryzae_NRRL_3488,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,42.92814990273764,413.54355308560537,1000.0,157.44507729861684
37,Aspergillus_oryzae_NRRL_5592,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,42.92814990273764,413.54355308560537,1000.0,157.44507729861684
38,Aspergillus_oryzae_NRRL_35890,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,42.95886575437673,414.24030706578327,1000.0,157.44507729861684
39,Aspergillus_oryzae_NRRL_471,L_Lyxose,PM01,L_Lyxose-PM01,Extracellular,Extracellular,42.92814990273765,412.5040392665388,1000.0,157.44507729861684
40,Pan_oryzae,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,61.23548310114202,872.1136516510633,1000.0,182.89818139696513
41,template,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,38.56392764551993,1000.0,1000.0,280.4561751468457
42,Aspergillus_oryzae_RIB40_CAoGD,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,39.00116473595284,1000.0,1000.0,280.4561751468457
43,Aspergillus_oryzae_NRRL_2217,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,44.69473308512312,1000.0,1000.0,280.4561751468457
44,Aspergillus_oryzae_NRRL_3483,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,44.52009532789552,1000.0,1000.0,280.4561751468457
45,Aspergillus_oryzae_NRRL_5589,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,44.66148573034788,1000.0,1000.0,280.4561751468457
46,Aspergillus_oryzae_NRRL_3488,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,44.52009532789537,983.341624376516,1000.0,280.4561751468457
47,Aspergillus_oryzae_NRRL_5592,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,48.693760373227924,1000.0,1000.0,280.4561751468457
48,Aspergillus_oryzae_NRRL_35890,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,44.69473308512305,1000.0,1000.0,280.4561751468457
49,Aspergillus_oryzae_NRRL_471,Arbutin,PM02A,Arbutin-PM02A,Extracellular,Extracellular,44.52009532789552,1000.0,1000.0,280.4561751468457
50,Pan_oryzae,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,60.61558856755568,0.0,1000.0,276.42857142857144
51,template,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,36.36630077398394,1000.0,1000.0,276.42857142857144
52,Aspergillus_oryzae_RIB40_CAoGD,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,36.83925453515883,1000.0,1000.0,276.42857142857144
53,Aspergillus_oryzae_NRRL_2217,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,44.69473308512318,987.9836814640436,1000.0,276.42857142857144
54,Aspergillus_oryzae_NRRL_3483,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,44.52009532789548,1000.0,1000.0,276.42857142857144
55,Aspergillus_oryzae_NRRL_5589,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,44.661485730347906,947.6366844221823,1000.0,276.42857142857144
56,Aspergillus_oryzae_NRRL_3488,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,44.5200953278986,855.1179651239908,1000.0,276.42857142857144
57,Aspergillus_oryzae_NRRL_5592,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,46.06256709047714,430.7051399819352,1000.0,276.42857142857144
58,Aspergillus_oryzae_NRRL_35890,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,44.694733085123126,413.263155193869,1000.0,276.42857142857144
59,Aspergillus_oryzae_NRRL_471,Ala_Asp,PM03B,Ala_Asp-PM03B,Extracellular,Extracellular,44.52009532789548,921.8293214679354,1000.0,276.42857142857144
60,Pan_oryzae,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,61.85192196536644,348.82035895736135,1000.0,211.28648004764733
61,template,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,35.60383061177745,1000.0,1000.0,332.1230525481912
62,Aspergillus_oryzae_RIB40_CAoGD,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,35.97935475071898,1000.0,1000.0,332.1230525481912
63,Aspergillus_oryzae_NRRL_2217,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,46.045581698770604,1000.0,1000.0,332.1230525481912
64,Aspergillus_oryzae_NRRL_3483,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,45.860249835563444,1000.0,1000.0,332.1230525481912
65,Aspergillus_oryzae_NRRL_5589,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,46.010295037768394,1000.0,1000.0,332.1230525481912
66,Aspergillus_oryzae_NRRL_3488,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,45.86024983556339,1000.0,1000.0,332.1230525481912
67,Aspergillus_oryzae_NRRL_5592,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,53.84893194982862,1000.0,1000.0,332.1230525481912
68,Aspergillus_oryzae_NRRL_35890,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,46.045581698770356,1000.0,1000.0,332.1230525481912
69,Aspergillus_oryzae_NRRL_471,L_Tryptophan,PM03B,L_Tryptophan-PM03B,Extracellular,Extracellular,45.86024983556339,1000.0,1000.0,332.1230525481912
70,Pan_oryzae,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,46.37517526433271,440.5734412261014,1000.0,276.42857142857144
71,template,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,33.020875783333544,1000.0,1000.0,276.42857142857144
72,Aspergillus_oryzae_RIB40_CAoGD,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,33.410785153800454,1000.0,1000.0,276.42857142857144
73,Aspergillus_oryzae_NRRL_2217,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,43.24270499300293,1000.0,1000.0,276.42857142857144
74,Aspergillus_oryzae_NRRL_3483,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,43.07920931066596,981.6055371062384,1000.0,276.42857142857144
75,Aspergillus_oryzae_NRRL_5589,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,43.21158205389679,982.6214467079521,1000.0,276.42857142857144
76,Aspergillus_oryzae_NRRL_3488,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,43.079209310665775,977.4978390622483,1000.0,276.42857142857144
77,Aspergillus_oryzae_NRRL_5592,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,43.079209310665775,977.4978390622483,1000.0,276.42857142857144
78,Aspergillus_oryzae_NRRL_35890,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,43.24270499300298,977.4768780062918,1000.0,276.42857142857144
79,Aspergillus_oryzae_NRRL_471,Met_Ala,PM03B,Met_Ala-PM03B,Extracellular,Extracellular,43.079209310666066,1000.0,1000.0,276.42857142857144
80,Pan_oryzae,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,55.37968725513042,554.9098498075366,1000.0,154.65673902069668
81,template,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,30.0220701806784,1000.0,1000.0,137.98611111111114
82,Aspergillus_oryzae_RIB40_CAoGD,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,30.381430835667544,872.8631239013517,1000.0,137.98611111111114
83,Aspergillus_oryzae_NRRL_2217,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,48.39009202061927,555.1561372516846,1000.0,137.98611111111114
84,Aspergillus_oryzae_NRRL_3483,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,48.36310609159804,998.7219673822125,1000.0,137.98611111111114
85,Aspergillus_oryzae_NRRL_5589,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,48.27799658224673,1000.0,1000.0,137.98611111111114
86,Aspergillus_oryzae_NRRL_3488,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,48.27799658224664,1000.0,1000.0,137.98611111111114
87,Aspergillus_oryzae_NRRL_5592,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,48.27799658224654,1000.0,1000.0,137.98611111111114
88,Aspergillus_oryzae_NRRL_35890,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,48.30488758863058,999.9272850886309,1000.0,137.98611111111114
89,Aspergillus_oryzae_NRRL_471,Dihydroxy_Acetone,PM02A,Dihydroxy_Acetone-PM02A,Extracellular,Extracellular,48.277996582246814,1000.0,1000.0,137.98611111111114
90,Pan_oryzae,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,32.0665132225988,599.2168067378403,1000.0,178.52906287069987
91,template,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,0.0,0.0,0.0,0.0
92,Aspergillus_oryzae_RIB40_CAoGD,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,15.636902373393495,510.60559602341505,1000.0,169.12061315046395
93,Aspergillus_oryzae_NRRL_2217,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,23.32237379000728,497.9919894230519,1000.0,169.1206131504639
94,Aspergillus_oryzae_NRRL_3483,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,23.30879217662666,522.0440349363332,1000.0,169.1206131504639
95,Aspergillus_oryzae_NRRL_5589,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,23.308792176626593,519.7305553884387,1000.0,169.1206131504639
96,Aspergillus_oryzae_NRRL_3488,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,23.308792176626607,498.61856321576744,1000.0,169.1206131504639
97,Aspergillus_oryzae_NRRL_5592,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,23.308792176626568,736.0180335993105,1000.0,169.1206131504639
98,Aspergillus_oryzae_NRRL_35890,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,23.322373790007344,630.0055173156686,1000.0,169.1206131504639
99,Aspergillus_oryzae_NRRL_471,L_Rhamnose,PM01,L_Rhamnose-PM01,Extracellular,Extracellular,23.308792176626728,627.6029361430558,1000.0,169.1206131504639
100,Pan_oryzae,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,55.07212529866776,553.5191367910408,1000.0,276.42857142857144
101,template,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,0.0,304.375,1000.0,276.42857142857144
102,Aspergillus_oryzae_RIB40_CAoGD,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,33.61551570470572,288.72532038158096,1000.0,276.42857142857144
103,Aspergillus_oryzae_NRRL_2217,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,44.694733085127375,479.3714882444697,1000.0,276.42857142857144
104,Aspergillus_oryzae_NRRL_3483,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,0.0,365.90465570114304,1000.0,276.42857142857144
105,Aspergillus_oryzae_NRRL_5589,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,44.66148573034784,460.1302465155428,1000.0,276.42857142857144
106,Aspergillus_oryzae_NRRL_3488,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,0.0,500.0,1000.0,276.42857142857144
107,Aspergillus_oryzae_NRRL_5592,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,0.0,644.6428571428557,1000.0,276.42857142857144
108,Aspergillus_oryzae_NRRL_35890,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,44.69473308512296,433.21501760318654,1000.0,276.42857142857144
109,Aspergillus_oryzae_NRRL_471,Agmatine,PM03B,Agmatine-PM03B,Extracellular,Extracellular,44.52009532789545,467.3368704578323,1000.0,276.42857142857144
110,Pan_oryzae,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,46.200163613942514,333.6083001447615,1000.0,175.9090909090909
111,template,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,32.99843268268633,284.40680207015976,1000.0,175.9090909090909
112,Aspergillus_oryzae_RIB40_CAoGD,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,33.39284750533598,283.90077913196694,1000.0,175.9090909090909
113,Aspergillus_oryzae_NRRL_2217,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,43.09049882321257,411.66331612308863,1000.0,175.9090909090909
114,Aspergillus_oryzae_NRRL_3483,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,43.059594513989026,423.20012886032697,1000.0,175.9090909090909
115,Aspergillus_oryzae_NRRL_5589,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,43.059594513989175,412.7178048253679,1000.0,175.9090909090909
116,Aspergillus_oryzae_NRRL_3488,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,43.059594513989175,412.717804825368,1000.0,175.9090909090909
117,Aspergillus_oryzae_NRRL_5592,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,43.05959451398929,412.6643487998911,1000.0,175.9090909090909
118,Aspergillus_oryzae_NRRL_35890,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,43.09049882321264,479.39787574016555,1000.0,175.9090909090909
119,Aspergillus_oryzae_NRRL_471,D_Fructose,PM01,D_Fructose-PM01,Extracellular,Extracellular,43.059594513989325,487.4751718235599,1000.0,175.9090909090909
120,Pan_oryzae,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,44.363117150647824,1000.0,1000.0,250.37739918050465
121,template,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,16.42893490255196,992.4205223351034,1000.0,271.78556797565403
122,Aspergillus_oryzae_RIB40_CAoGD,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,16.72746353179086,989.7068757038612,1000.0,271.78556797565403
123,Aspergillus_oryzae_NRRL_2217,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,22.601100344458658,860.3151513389996,1000.0,271.78556797565403
124,Aspergillus_oryzae_NRRL_3483,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,27.501789949118546,1000.0,1000.0,271.78556797565403
125,Aspergillus_oryzae_NRRL_5589,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,22.588345568075336,990.9114126371844,1000.0,271.78556797565403
126,Aspergillus_oryzae_NRRL_3488,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,22.588345568076093,990.9114126371728,1000.0,271.78556797565403
127,Aspergillus_oryzae_NRRL_5592,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,22.58834556807528,990.9114126371848,1000.0,271.78556797565403
128,Aspergillus_oryzae_NRRL_35890,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,22.601100344458096,991.1886115702807,1000.0,271.78556797565403
129,Aspergillus_oryzae_NRRL_471,Tyramine,PM01,Tyramine-PM01,Extracellular,Extracellular,22.58834556807538,989.5134984067329,1000.0,271.78556797565403
130,Pan_oryzae,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,45.00268105290513,696.4522435041275,1000.0,313.1631001618414
131,template,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,32.899177429758524,505.6903548444789,1000.0,278.36720014385975
132,Aspergillus_oryzae_RIB40_CAoGD,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,33.29120902341071,495.16786317467944,1000.0,278.36720014385975
133,Aspergillus_oryzae_NRRL_2217,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,42.95886575437697,410.61569457828574,1000.0,278.36720014385975
134,Aspergillus_oryzae_NRRL_3483,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,42.92814990273776,410.5827811585814,1000.0,278.36720014385975
135,Aspergillus_oryzae_NRRL_5589,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,42.92814990273775,411.7246641685807,1000.0,278.36720014385975
136,Aspergillus_oryzae_NRRL_3488,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,42.92814990273775,411.7246641685806,1000.0,278.36720014385975
137,Aspergillus_oryzae_NRRL_5592,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,42.928149902737786,412.4647335993376,1000.0,278.36720014385975
138,Aspergillus_oryzae_NRRL_35890,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,42.95886575437707,448.1445841979619,1000.0,278.36720014385975
139,Aspergillus_oryzae_NRRL_471,Dulcitol,PM01,Dulcitol-PM01,Extracellular,Extracellular,42.92814990273781,494.0016845365206,1000.0,278.36720014385975
140,Pan_oryzae,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,45.00268105290531,404.82524149172394,1000.0,180.8411214953271
141,template,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,32.89917742975856,1000.0,1000.0,299.1882489369931
142,Aspergillus_oryzae_RIB40_CAoGD,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,33.29120902341066,1000.0,1000.0,299.18824893699286
143,Aspergillus_oryzae_NRRL_2217,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,42.958865754376944,522.9923097031781,1000.0,299.18824893699286
144,Aspergillus_oryzae_NRRL_3483,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,42.92814990273779,524.1660332378087,1000.0,299.18824893699286
145,Aspergillus_oryzae_NRRL_5589,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,42.928149902737864,528.1464585217175,1000.0,299.18824893699286
146,Aspergillus_oryzae_NRRL_3488,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,42.92814990273776,528.1464585217194,1000.0,299.18824893699286
147,Aspergillus_oryzae_NRRL_5592,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,42.92814990273776,528.1464585217194,1000.0,299.18824893699286
148,Aspergillus_oryzae_NRRL_35890,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,42.9588657543767,528.1665978113458,1000.0,299.18824893699286
149,Aspergillus_oryzae_NRRL_471,D_Arabinose,PM02A,D_Arabinose-PM02A,Extracellular,Extracellular,42.92814990273781,525.1490028303476,1000.0,299.18824893699286
150,Pan_oryzae,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,1000.0,175.9090909090909
151,template,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,0.0,0.0
152,Aspergillus_oryzae_RIB40_CAoGD,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,0.0,0.0
153,Aspergillus_oryzae_NRRL_2217,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,0.0,0.0
154,Aspergillus_oryzae_NRRL_3483,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,0.0,0.0
155,Aspergillus_oryzae_NRRL_5589,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,0.0,0.0
156,Aspergillus_oryzae_NRRL_3488,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,0.0,0.0
157,Aspergillus_oryzae_NRRL_5592,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,0.0,0.0
158,Aspergillus_oryzae_NRRL_35890,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,0.0,0.0
159,Aspergillus_oryzae_NRRL_471,Sorbic_Acid,PM02A,Sorbic_Acid-PM02A,Extracellular_Intracellular,Extracellular,0.0,0.0,0.0,0.0
160,Pan_oryzae,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,55.07212529866769,475.09490112996053,1000.0,0.0
161,template,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,43.47746946132562,345.4933406023873,1000.0,1000.0
162,Aspergillus_oryzae_RIB40_CAoGD,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,44.08659617870781,347.2183905309393,1000.0,1000.0
163,Aspergillus_oryzae_NRRL_2217,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,44.6947330851231,370.30773354920126,1000.0,1000.0
164,Aspergillus_oryzae_NRRL_3483,L_Glutamic_Acid,PM03B,L_Glutamic_Acid-PM03B,Extracellular,Extracellular,44.520095327895596,415.4304214514153,1000.0,1000.0
