"Isolate";"Replicate";"Medium";"Observed";"plateID";"Metabolite"
"NRRL_471";"2";"Citraconic_Acid";FALSE;"PM_02";NA
"NRRL_471";"2";"D_Citramalic_Acid";NA;"PM_02";NA
"NRRL_471";"2";"D_Glucosamine";TRUE;"PM_02";NA
"NRRL_471";"2";"2_Hydroxy_Benzoic_Acid";NA;"PM_02";NA
"NRRL_471";"2";"4_Hydroxy_Benzoic_Acid";TRUE;"PM_02";NA
"NRRL_471";"2";"b_Hydroxy_Butyric_Acid";NA;"PM_02";NA
"NRRL_471";"2";"g_Hydroxy_Butyric_Acid";TRUE;"PM_02";NA
"NRRL_471";"2";"a_Keto_Valeric_Acid";TRUE;"PM_02";NA
"NRRL_471";"2";"Itaconic_Acid";NA;"PM_02";"C00490[e]"
"NRRL_471";"2";"5_Keto_D_Gluconic_Acid";TRUE;"PM_02";NA
"NRRL_471";"2";"D_Lactic_Acid_Methyl_Ester";TRUE;"PM_02";NA
"NRRL_471";"2";"Malonic_Acid";NA;"PM_02";"C00383[c]"
"NRRL_471";"2";"Melibionic_Acid";FALSE;"PM_02";NA
"NRRL_471";"2";"Oxalic_Acid";NA;"PM_02";"C00209[e]"
"NRRL_471";"2";"Oxalomalic_Acid";TRUE;"PM_02";NA
"NRRL_471";"2";"Quinic_Acid";TRUE;"PM_02";NA
"NRRL_471";"2";"D_Ribono_1_4_Lactone";TRUE;"PM_02";NA
"NRRL_471";"2";"Sebacic_Acid";NA;"PM_02";NA
"NRRL_471";"2";"Sorbic_Acid";TRUE;"PM_02";NA
"NRRL_471";"2";"Succinamic_Acid";NA;"PM_02";NA
"NRRL_471";"2";"D_Tartaric_Acid";NA;"PM_02";NA
"NRRL_471";"2";"L_Tartaric_Acid";NA;"PM_02";NA
"NRRL_471";"2";"Acetamide";NA;"PM_02";NA
"NRRL_471";"2";"L_Alaninamide";TRUE;"PM_02";NA
"NRRL_471";"2";"N_Acetyl_L_Glutamic_Acid";NA;"PM_02";NA
"NRRL_471";"2";"L_Arginine";NA;"PM_02";"C00062[e]"
"NRRL_471";"2";"Glycine";NA;"PM_02";"C00037[e]"
"NRRL_471";"2";"L_Histidine";NA;"PM_02";"C00135[e]"
"NRRL_471";"2";"L_Homoserine";TRUE;"PM_02";"C00263[c]"
"NRRL_471";"2";"L_Hydroxyproline";TRUE;"PM_02";NA
"NRRL_471";"2";"L_Isoleucine";TRUE;"PM_02";"C00407[e]"
"NRRL_471";"2";"L_Leucine";NA;"PM_02";"C00123[e]"
"NRRL_471";"2";"L_Lysine";NA;"PM_02";"C00047[e]"
"NRRL_471";"2";"L_Methionine";NA;"PM_02";"C00073[e]"
"NRRL_471";"2";"L_Ornithine";TRUE;"PM_02";"C00077[c]"
"NRRL_471";"2";"L_Phenylalanine";TRUE;"PM_02";"C00079[e]"
"NRRL_471";"2";"L_Pyroglutamic_Acid";TRUE;"PM_02";NA
"NRRL_471";"2";"L_Valine";TRUE;"PM_02";"C00183[e]"
"NRRL_471";"2";"D_L_Carnitine";NA;"PM_02";NA
"NRRL_471";"2";"Butylamine__sec_";FALSE;"PM_02";NA
"NRRL_471";"2";"D_L_Octopamine";NA;"PM_02";NA
"NRRL_471";"2";"Putrescine";TRUE;"PM_02";"C00134[e]"
"NRRL_471";"2";"Dihydroxy_Acetone";TRUE;"PM_02";NA
"NRRL_471";"2";"2_3_Butanediol";NA;"PM_02";NA
"NRRL_471";"2";"2_3_Butanedione";NA;"PM_02";NA
"NRRL_471";"2";"3_Hydroxy_2_Butanone";NA;"PM_02";NA
"NRRL_471";"3";"Negative_Control";NA;"PM_02";NA
"NRRL_471";"3";"Chondroitin_Sulfate_C";NA;"PM_02";NA
"NRRL_471";"3";"a_Cyclodextrin";TRUE;"PM_02";NA
"NRRL_471";"3";"b_Cyclodextrin";TRUE;"PM_02";NA
"NRRL_471";"3";"g_Cyclodextrin";TRUE;"PM_02";NA
"NRRL_471";"3";"Dextrin";TRUE;"PM_02";NA
"NRRL_471";"3";"Gelatin";NA;"PM_02";NA
"NRRL_471";"3";"Glycogen";NA;"PM_02";"C00182[e]"
"NRRL_471";"3";"Inulin";NA;"PM_02";NA
"NRRL_471";"3";"Laminarin";TRUE;"PM_02";NA
"NRRL_471";"3";"Mannan";NA;"PM_02";"C00464[e]"
"NRRL_471";"3";"Pectin";NA;"PM_02";"C00470[e]"
"NRRL_471";"3";"N_Acetyl_D_Galactosamine";NA;"PM_02";NA
"NRRL_471";"3";"N_Acetyl_Neuraminic_Acid";NA;"PM_02";NA
"NRRL_471";"3";"b_D_Allose";NA;"PM_02";NA
"NRRL_471";"3";"Amygdalin";TRUE;"PM_02";"C08325[c]"
"NRRL_471";"3";"D_Arabinose";TRUE;"PM_02";"C00216[e]"
"NRRL_471";"3";"D_Arabitol";TRUE;"PM_02";NA
"NRRL_471";"3";"L_Arabitol";TRUE;"PM_02";NA
"NRRL_471";"3";"Arbutin";TRUE;"PM_02";NA
"NRRL_471";"3";"2_Deoxy_D_Ribose";TRUE;"PM_02";NA
"NRRL_471";"3";"m_Erythritol";NA;"PM_02";NA
"NRRL_471";"3";"D_Fucose";NA;"PM_02";NA
"NRRL_471";"3";"3_O_b_D_Galactopyranosyl_D_Arabinose";NA;"PM_02";NA
"NRRL_471";"3";"b_Gentiobiose";TRUE;"PM_02";NA
"NRRL_471";"3";"L_Glucose";FALSE;"PM_02";NA
"NRRL_471";"3";"D_Lactitol";NA;"PM_02";NA
"NRRL_471";"3";"D_Melezitose";TRUE;"PM_02";NA
"NRRL_471";"3";"Maltitol";TRUE;"PM_02";NA
"NRRL_471";"3";"a_Methyl_D_Glucoside";NA;"PM_02";NA
"NRRL_471";"3";"b_Methyl_D_Galactoside";NA;"PM_02";NA
"NRRL_471";"3";"3_O_Methyl_D_Glucose";FALSE;"PM_02";NA
"NRRL_471";"3";"b_Methyl_D_Glucuronic_Acid";NA;"PM_02";NA
"NRRL_471";"3";"a_Methyl_D_Mannoside";FALSE;"PM_02";NA
"NRRL_471";"3";"b_Methyl_D_Xylopyranoside";NA;"PM_02";NA
"NRRL_471";"3";"Palatinose";TRUE;"PM_02";NA
"NRRL_471";"3";"D_Raffinose";TRUE;"PM_02";"C00492[e]"
"NRRL_471";"3";"D_Salicin";NA;"PM_02";NA
"NRRL_471";"3";"Sedoheptulosan";NA;"PM_02";NA
"NRRL_471";"3";"L_Sorbose";TRUE;"PM_02";"C00247[e]"
"NRRL_471";"3";"Stachyose";TRUE;"PM_02";"C01613[c]"
"NRRL_471";"3";"D_Tagatose";TRUE;"PM_02";"C00795[e]"
"NRRL_471";"3";"Turanose";TRUE;"PM_02";NA
"NRRL_471";"3";"Xylitol";TRUE;"PM_02";"C00379[e]"
"NRRL_471";"3";"N_Acetyl_D_Glucosaminitol";FALSE;"PM_02";NA
"NRRL_471";"3";"g_Amino_n_Butyric_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"d_Amino_Valeric_Acid";NA;"PM_02";NA
"NRRL_471";"3";"Butyric_Acid";NA;"PM_02";NA
"NRRL_471";"3";"Capric_Acid";NA;"PM_02";"C01571[c]"
"NRRL_471";"3";"Caproic_Acid";NA;"PM_02";NA
"NRRL_471";"3";"Citraconic_Acid";NA;"PM_02";NA
"NRRL_471";"3";"D_Citramalic_Acid";NA;"PM_02";NA
"NRRL_471";"3";"D_Glucosamine";TRUE;"PM_02";NA
"NRRL_471";"3";"2_Hydroxy_Benzoic_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"4_Hydroxy_Benzoic_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"b_Hydroxy_Butyric_Acid";NA;"PM_02";NA
"NRRL_471";"3";"g_Hydroxy_Butyric_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"a_Keto_Valeric_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"Itaconic_Acid";NA;"PM_02";"C00490[e]"
"NRRL_471";"3";"5_Keto_D_Gluconic_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"D_Lactic_Acid_Methyl_Ester";TRUE;"PM_02";NA
"NRRL_471";"3";"Malonic_Acid";NA;"PM_02";"C00383[c]"
"NRRL_471";"3";"Melibionic_Acid";FALSE;"PM_02";NA
"NRRL_471";"3";"Oxalic_Acid";NA;"PM_02";"C00209[e]"
"NRRL_471";"3";"Oxalomalic_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"Quinic_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"D_Ribono_1_4_Lactone";TRUE;"PM_02";NA
"NRRL_471";"3";"Sebacic_Acid";NA;"PM_02";NA
"NRRL_471";"3";"Sorbic_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"Succinamic_Acid";NA;"PM_02";NA
"NRRL_471";"3";"D_Tartaric_Acid";NA;"PM_02";NA
"NRRL_471";"3";"L_Tartaric_Acid";NA;"PM_02";NA
"NRRL_471";"3";"Acetamide";NA;"PM_02";NA
"NRRL_471";"3";"L_Alaninamide";TRUE;"PM_02";NA
"NRRL_471";"3";"N_Acetyl_L_Glutamic_Acid";NA;"PM_02";NA
"NRRL_471";"3";"L_Arginine";TRUE;"PM_02";"C00062[e]"
"NRRL_471";"3";"Glycine";NA;"PM_02";"C00037[e]"
"NRRL_471";"3";"L_Histidine";NA;"PM_02";"C00135[e]"
"NRRL_471";"3";"L_Homoserine";TRUE;"PM_02";"C00263[c]"
"NRRL_471";"3";"L_Hydroxyproline";TRUE;"PM_02";NA
"NRRL_471";"3";"L_Isoleucine";TRUE;"PM_02";"C00407[e]"
"NRRL_471";"3";"L_Leucine";TRUE;"PM_02";"C00123[e]"
"NRRL_471";"3";"L_Lysine";NA;"PM_02";"C00047[e]"
"NRRL_471";"3";"L_Methionine";NA;"PM_02";"C00073[e]"
"NRRL_471";"3";"L_Ornithine";TRUE;"PM_02";"C00077[c]"
"NRRL_471";"3";"L_Phenylalanine";TRUE;"PM_02";"C00079[e]"
"NRRL_471";"3";"L_Pyroglutamic_Acid";TRUE;"PM_02";NA
"NRRL_471";"3";"L_Valine";TRUE;"PM_02";"C00183[e]"
"NRRL_471";"3";"D_L_Carnitine";NA;"PM_02";NA
"NRRL_471";"3";"Butylamine__sec_";FALSE;"PM_02";NA
"NRRL_471";"3";"D_L_Octopamine";NA;"PM_02";NA
"NRRL_471";"3";"Putrescine";TRUE;"PM_02";"C00134[e]"
"NRRL_471";"3";"Dihydroxy_Acetone";TRUE;"PM_02";NA
"NRRL_471";"3";"2_3_Butanediol";NA;"PM_02";NA
"NRRL_471";"3";"2_3_Butanedione";NA;"PM_02";NA
"NRRL_471";"3";"3_Hydroxy_2_Butanone";NA;"PM_02";NA
"NRRL_35890";"1";"Negative_Control";FALSE;"PM_02";NA
"NRRL_35890";"1";"Chondroitin_Sulfate_C";FALSE;"PM_02";NA
"NRRL_35890";"1";"a_Cyclodextrin";NA;"PM_02";NA
"NRRL_35890";"1";"b_Cyclodextrin";TRUE;"PM_02";NA
"NRRL_35890";"1";"g_Cyclodextrin";TRUE;"PM_02";NA
"NRRL_35890";"1";"Dextrin";TRUE;"PM_02";NA
"NRRL_35890";"1";"Gelatin";NA;"PM_02";NA
"NRRL_35890";"1";"Glycogen";NA;"PM_02";"C00182[e]"
"NRRL_35890";"1";"Inulin";FALSE;"PM_02";NA
"NRRL_35890";"1";"Laminarin";NA;"PM_02";NA
"NRRL_35890";"1";"Mannan";FALSE;"PM_02";"C00464[e]"
"NRRL_35890";"1";"Pectin";NA;"PM_02";"C00470[e]"
"NRRL_35890";"1";"N_Acetyl_D_Galactosamine";FALSE;"PM_02";NA
"NRRL_35890";"1";"N_Acetyl_Neuraminic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"b_D_Allose";FALSE;"PM_02";NA
"NRRL_35890";"1";"Amygdalin";TRUE;"PM_02";"C08325[c]"
"NRRL_35890";"1";"D_Arabinose";TRUE;"PM_02";"C00216[e]"
"NRRL_35890";"1";"D_Arabitol";NA;"PM_02";NA
"NRRL_35890";"1";"L_Arabitol";TRUE;"PM_02";NA
"NRRL_35890";"1";"Arbutin";TRUE;"PM_02";NA
"NRRL_35890";"1";"2_Deoxy_D_Ribose";NA;"PM_02";NA
"NRRL_35890";"1";"m_Erythritol";FALSE;"PM_02";NA
"NRRL_35890";"1";"D_Fucose";FALSE;"PM_02";NA
"NRRL_35890";"1";"3_O_b_D_Galactopyranosyl_D_Arabinose";FALSE;"PM_02";NA
"NRRL_35890";"1";"b_Gentiobiose";NA;"PM_02";NA
"NRRL_35890";"1";"L_Glucose";FALSE;"PM_02";NA
"NRRL_35890";"1";"D_Lactitol";FALSE;"PM_02";NA
"NRRL_35890";"1";"D_Melezitose";NA;"PM_02";NA
"NRRL_35890";"1";"Maltitol";FALSE;"PM_02";NA
"NRRL_35890";"1";"a_Methyl_D_Glucoside";FALSE;"PM_02";NA
"NRRL_35890";"1";"b_Methyl_D_Galactoside";FALSE;"PM_02";NA
"NRRL_35890";"1";"3_O_Methyl_D_Glucose";FALSE;"PM_02";NA
"NRRL_35890";"1";"b_Methyl_D_Glucuronic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"a_Methyl_D_Mannoside";FALSE;"PM_02";NA
"NRRL_35890";"1";"b_Methyl_D_Xylopyranoside";FALSE;"PM_02";NA
"NRRL_35890";"1";"Palatinose";TRUE;"PM_02";NA
"NRRL_35890";"1";"D_Raffinose";TRUE;"PM_02";"C00492[e]"
"NRRL_35890";"1";"D_Salicin";NA;"PM_02";NA
"NRRL_35890";"1";"Sedoheptulosan";FALSE;"PM_02";NA
"NRRL_35890";"1";"L_Sorbose";NA;"PM_02";"C00247[e]"
"NRRL_35890";"1";"Stachyose";NA;"PM_02";"C01613[c]"
"NRRL_35890";"1";"D_Tagatose";FALSE;"PM_02";"C00795[e]"
"NRRL_35890";"1";"Turanose";TRUE;"PM_02";NA
"NRRL_35890";"1";"Xylitol";FALSE;"PM_02";"C00379[e]"
"NRRL_35890";"1";"N_Acetyl_D_Glucosaminitol";FALSE;"PM_02";NA
"NRRL_35890";"1";"g_Amino_n_Butyric_Acid";TRUE;"PM_02";NA
"NRRL_35890";"1";"d_Amino_Valeric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"Butyric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"Capric_Acid";FALSE;"PM_02";"C01571[c]"
"NRRL_35890";"1";"Caproic_Acid";NA;"PM_02";NA
"NRRL_35890";"1";"Citraconic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"D_Citramalic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"D_Glucosamine";NA;"PM_02";NA
"NRRL_35890";"1";"2_Hydroxy_Benzoic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"4_Hydroxy_Benzoic_Acid";NA;"PM_02";NA
"NRRL_35890";"1";"b_Hydroxy_Butyric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"g_Hydroxy_Butyric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"a_Keto_Valeric_Acid";NA;"PM_02";NA
"NRRL_35890";"1";"Itaconic_Acid";FALSE;"PM_02";"C00490[e]"
"NRRL_35890";"1";"5_Keto_D_Gluconic_Acid";NA;"PM_02";NA
"NRRL_35890";"1";"D_Lactic_Acid_Methyl_Ester";FALSE;"PM_02";NA
"NRRL_35890";"1";"Malonic_Acid";FALSE;"PM_02";"C00383[c]"
"NRRL_35890";"1";"Melibionic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"Oxalic_Acid";FALSE;"PM_02";"C00209[e]"
"NRRL_35890";"1";"Oxalomalic_Acid";NA;"PM_02";NA
"NRRL_35890";"1";"Quinic_Acid";TRUE;"PM_02";NA
"NRRL_35890";"1";"D_Ribono_1_4_Lactone";TRUE;"PM_02";NA
"NRRL_35890";"1";"Sebacic_Acid";NA;"PM_02";NA
"NRRL_35890";"1";"Sorbic_Acid";TRUE;"PM_02";NA
"NRRL_35890";"1";"Succinamic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"D_Tartaric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"L_Tartaric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"Acetamide";FALSE;"PM_02";NA
"NRRL_35890";"1";"L_Alaninamide";FALSE;"PM_02";NA
"NRRL_35890";"1";"N_Acetyl_L_Glutamic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"1";"L_Arginine";NA;"PM_02";"C00062[e]"
"NRRL_35890";"1";"Glycine";NA;"PM_02";"C00037[e]"
"NRRL_35890";"1";"L_Histidine";FALSE;"PM_02";"C00135[e]"
"NRRL_35890";"1";"L_Homoserine";TRUE;"PM_02";"C00263[c]"
"NRRL_35890";"1";"L_Hydroxyproline";NA;"PM_02";NA
"NRRL_35890";"1";"L_Isoleucine";TRUE;"PM_02";"C00407[e]"
"NRRL_35890";"1";"L_Leucine";TRUE;"PM_02";"C00123[e]"
"NRRL_35890";"1";"L_Lysine";FALSE;"PM_02";"C00047[e]"
"NRRL_35890";"1";"L_Methionine";FALSE;"PM_02";"C00073[e]"
"NRRL_35890";"1";"L_Ornithine";TRUE;"PM_02";"C00077[c]"
"NRRL_35890";"1";"L_Phenylalanine";NA;"PM_02";"C00079[e]"
"NRRL_35890";"1";"L_Pyroglutamic_Acid";NA;"PM_02";NA
"NRRL_35890";"1";"L_Valine";TRUE;"PM_02";"C00183[e]"
"NRRL_35890";"1";"D_L_Carnitine";FALSE;"PM_02";NA
"NRRL_35890";"1";"Butylamine__sec_";FALSE;"PM_02";NA
"NRRL_35890";"1";"D_L_Octopamine";FALSE;"PM_02";NA
"NRRL_35890";"1";"Putrescine";TRUE;"PM_02";"C00134[e]"
"NRRL_35890";"1";"Dihydroxy_Acetone";TRUE;"PM_02";NA
"NRRL_35890";"1";"2_3_Butanediol";FALSE;"PM_02";NA
"NRRL_35890";"1";"2_3_Butanedione";FALSE;"PM_02";NA
"NRRL_35890";"1";"3_Hydroxy_2_Butanone";FALSE;"PM_02";NA
"NRRL_35890";"2";"Negative_Control";FALSE;"PM_02";NA
"NRRL_35890";"2";"Chondroitin_Sulfate_C";FALSE;"PM_02";NA
"NRRL_35890";"2";"a_Cyclodextrin";NA;"PM_02";NA
"NRRL_35890";"2";"b_Cyclodextrin";TRUE;"PM_02";NA
"NRRL_35890";"2";"g_Cyclodextrin";TRUE;"PM_02";NA
"NRRL_35890";"2";"Dextrin";NA;"PM_02";NA
"NRRL_35890";"2";"Gelatin";NA;"PM_02";NA
"NRRL_35890";"2";"Glycogen";NA;"PM_02";"C00182[e]"
"NRRL_35890";"2";"Inulin";FALSE;"PM_02";NA
"NRRL_35890";"2";"Laminarin";NA;"PM_02";NA
"NRRL_35890";"2";"Mannan";FALSE;"PM_02";"C00464[e]"
"NRRL_35890";"2";"Pectin";TRUE;"PM_02";"C00470[e]"
"NRRL_35890";"2";"N_Acetyl_D_Galactosamine";FALSE;"PM_02";NA
"NRRL_35890";"2";"N_Acetyl_Neuraminic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"b_D_Allose";FALSE;"PM_02";NA
"NRRL_35890";"2";"Amygdalin";NA;"PM_02";"C08325[c]"
"NRRL_35890";"2";"D_Arabinose";NA;"PM_02";"C00216[e]"
"NRRL_35890";"2";"D_Arabitol";NA;"PM_02";NA
"NRRL_35890";"2";"L_Arabitol";TRUE;"PM_02";NA
"NRRL_35890";"2";"Arbutin";TRUE;"PM_02";NA
"NRRL_35890";"2";"2_Deoxy_D_Ribose";NA;"PM_02";NA
"NRRL_35890";"2";"m_Erythritol";NA;"PM_02";NA
"NRRL_35890";"2";"D_Fucose";FALSE;"PM_02";NA
"NRRL_35890";"2";"3_O_b_D_Galactopyranosyl_D_Arabinose";FALSE;"PM_02";NA
"NRRL_35890";"2";"b_Gentiobiose";TRUE;"PM_02";NA
"NRRL_35890";"2";"L_Glucose";FALSE;"PM_02";NA
"NRRL_35890";"2";"D_Lactitol";FALSE;"PM_02";NA
"NRRL_35890";"2";"D_Melezitose";FALSE;"PM_02";NA
"NRRL_35890";"2";"Maltitol";NA;"PM_02";NA
"NRRL_35890";"2";"a_Methyl_D_Glucoside";FALSE;"PM_02";NA
"NRRL_35890";"2";"b_Methyl_D_Galactoside";FALSE;"PM_02";NA
"NRRL_35890";"2";"3_O_Methyl_D_Glucose";FALSE;"PM_02";NA
"NRRL_35890";"2";"b_Methyl_D_Glucuronic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"a_Methyl_D_Mannoside";FALSE;"PM_02";NA
"NRRL_35890";"2";"b_Methyl_D_Xylopyranoside";FALSE;"PM_02";NA
"NRRL_35890";"2";"Palatinose";TRUE;"PM_02";NA
"NRRL_35890";"2";"D_Raffinose";TRUE;"PM_02";"C00492[e]"
"NRRL_35890";"2";"D_Salicin";NA;"PM_02";NA
"NRRL_35890";"2";"Sedoheptulosan";FALSE;"PM_02";NA
"NRRL_35890";"2";"L_Sorbose";NA;"PM_02";"C00247[e]"
"NRRL_35890";"2";"Stachyose";NA;"PM_02";"C01613[c]"
"NRRL_35890";"2";"D_Tagatose";FALSE;"PM_02";"C00795[e]"
"NRRL_35890";"2";"Turanose";NA;"PM_02";NA
"NRRL_35890";"2";"Xylitol";FALSE;"PM_02";"C00379[e]"
"NRRL_35890";"2";"N_Acetyl_D_Glucosaminitol";FALSE;"PM_02";NA
"NRRL_35890";"2";"g_Amino_n_Butyric_Acid";NA;"PM_02";NA
"NRRL_35890";"2";"d_Amino_Valeric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"Butyric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"Capric_Acid";FALSE;"PM_02";"C01571[c]"
"NRRL_35890";"2";"Caproic_Acid";NA;"PM_02";NA
"NRRL_35890";"2";"Citraconic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"D_Citramalic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"D_Glucosamine";NA;"PM_02";NA
"NRRL_35890";"2";"2_Hydroxy_Benzoic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"4_Hydroxy_Benzoic_Acid";TRUE;"PM_02";NA
"NRRL_35890";"2";"b_Hydroxy_Butyric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"g_Hydroxy_Butyric_Acid";NA;"PM_02";NA
"NRRL_35890";"2";"a_Keto_Valeric_Acid";NA;"PM_02";NA
"NRRL_35890";"2";"Itaconic_Acid";FALSE;"PM_02";"C00490[e]"
"NRRL_35890";"2";"5_Keto_D_Gluconic_Acid";NA;"PM_02";NA
"NRRL_35890";"2";"D_Lactic_Acid_Methyl_Ester";NA;"PM_02";NA
"NRRL_35890";"2";"Malonic_Acid";FALSE;"PM_02";"C00383[c]"
"NRRL_35890";"2";"Melibionic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"Oxalic_Acid";FALSE;"PM_02";"C00209[e]"
"NRRL_35890";"2";"Oxalomalic_Acid";NA;"PM_02";NA
"NRRL_35890";"2";"Quinic_Acid";TRUE;"PM_02";NA
"NRRL_35890";"2";"D_Ribono_1_4_Lactone";NA;"PM_02";NA
"NRRL_35890";"2";"Sebacic_Acid";NA;"PM_02";NA
"NRRL_35890";"2";"Sorbic_Acid";NA;"PM_02";NA
"NRRL_35890";"2";"Succinamic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"D_Tartaric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"L_Tartaric_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"Acetamide";FALSE;"PM_02";NA
"NRRL_35890";"2";"L_Alaninamide";FALSE;"PM_02";NA
"NRRL_35890";"2";"N_Acetyl_L_Glutamic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"2";"L_Arginine";TRUE;"PM_02";"C00062[e]"
"NRRL_35890";"2";"Glycine";FALSE;"PM_02";"C00037[e]"
"NRRL_35890";"2";"L_Histidine";FALSE;"PM_02";"C00135[e]"
"NRRL_35890";"2";"L_Homoserine";NA;"PM_02";"C00263[c]"
"NRRL_35890";"2";"L_Hydroxyproline";NA;"PM_02";NA
"NRRL_35890";"2";"L_Isoleucine";TRUE;"PM_02";"C00407[e]"
"NRRL_35890";"2";"L_Leucine";TRUE;"PM_02";"C00123[e]"
"NRRL_35890";"2";"L_Lysine";FALSE;"PM_02";"C00047[e]"
"NRRL_35890";"2";"L_Methionine";FALSE;"PM_02";"C00073[e]"
"NRRL_35890";"2";"L_Ornithine";TRUE;"PM_02";"C00077[c]"
"NRRL_35890";"2";"L_Phenylalanine";FALSE;"PM_02";"C00079[e]"
"NRRL_35890";"2";"L_Pyroglutamic_Acid";TRUE;"PM_02";NA
"NRRL_35890";"2";"L_Valine";TRUE;"PM_02";"C00183[e]"
"NRRL_35890";"2";"D_L_Carnitine";FALSE;"PM_02";NA
"NRRL_35890";"2";"Butylamine__sec_";FALSE;"PM_02";NA
"NRRL_35890";"2";"D_L_Octopamine";FALSE;"PM_02";NA
"NRRL_35890";"2";"Putrescine";TRUE;"PM_02";"C00134[e]"
"NRRL_35890";"2";"Dihydroxy_Acetone";TRUE;"PM_02";NA
"NRRL_35890";"2";"2_3_Butanediol";FALSE;"PM_02";NA
"NRRL_35890";"2";"2_3_Butanedione";FALSE;"PM_02";NA
"NRRL_35890";"2";"3_Hydroxy_2_Butanone";FALSE;"PM_02";NA
"NRRL_35890";"3";"Negative_Control";FALSE;"PM_02";NA
"NRRL_35890";"3";"Chondroitin_Sulfate_C";FALSE;"PM_02";NA
"NRRL_35890";"3";"a_Cyclodextrin";NA;"PM_02";NA
"NRRL_35890";"3";"b_Cyclodextrin";TRUE;"PM_02";NA
"NRRL_35890";"3";"g_Cyclodextrin";TRUE;"PM_02";NA
"NRRL_35890";"3";"Dextrin";NA;"PM_02";NA
"NRRL_35890";"3";"Gelatin";FALSE;"PM_02";NA
"NRRL_35890";"3";"Glycogen";NA;"PM_02";"C00182[e]"
"NRRL_35890";"3";"Inulin";FALSE;"PM_02";NA
"NRRL_35890";"3";"Laminarin";NA;"PM_02";NA
"NRRL_35890";"3";"Mannan";FALSE;"PM_02";"C00464[e]"
"NRRL_35890";"3";"Pectin";TRUE;"PM_02";"C00470[e]"
"NRRL_35890";"3";"N_Acetyl_D_Galactosamine";FALSE;"PM_02";NA
"NRRL_35890";"3";"N_Acetyl_Neuraminic_Acid";FALSE;"PM_02";NA
"NRRL_35890";"3";"b_D_Allose";FALSE;"PM_02";NA
"NRRL_35890";"3";"Amygdalin";TRUE;"PM_02";"C08325[c]"
"NRRL_35890";"3";"D_Arabinose";TRUE;"PM_02";"C00216[e]"
"NRRL_35890";"3";"D_Arabitol";NA;"PM_02";NA
"NRRL_35890";"3";"L_Arabitol";NA;"PM_02";NA
"NRRL_35890";"3";"Arbutin";TRUE;"PM_02";NA
"NRRL_35890";"3";"2_Deoxy_D_Ribose";TRUE;"PM_02";NA
"NRRL_35890";"3";"m_Erythritol";NA;"PM_02";NA
"NRRL_35890";"3";"D_Fucose";FALSE;"PM_02";NA
"NRRL_35890";"3";"3_O_b_D_Galactopyranosyl_D_Arabinose";FALSE;"PM_02";NA
"NRRL_35890";"3";"b_Gentiobiose";TRUE;"PM_02";NA
"NRRL_35890";"3";"L_Glucose";FALSE;"PM_02";NA
"NRRL_35890";"3";"D_Lactitol";FALSE;"PM_02";NA
"NRRL_35890";"3";"D_Melezitose";NA;"PM_02";NA
"NRRL_35890";"3";"Maltitol";FALSE;"PM_02";NA
"NRRL_35890";"3";"a_Methyl_D_Glucoside";FALSE;"PM_02";NA
"NRRL_35890";"3";"b_Methyl_D_Galactoside";FALSE;"PM_02";NA
