reaction,n_strains,fraction,category,class
r1966,187,1.0,strict_core,core
r1967,187,1.0,strict_core,core
r1968,187,1.0,strict_core,core
r1969,187,1.0,strict_core,core
r1970,187,1.0,strict_core,core
r1971,187,1.0,strict_core,core
r1972,187,1.0,strict_core,core
r1973,187,1.0,strict_core,core
r1974,187,1.0,strict_core,core
r1975,187,1.0,strict_core,core
r1976,187,1.0,strict_core,core
r1977,187,1.0,strict_core,core
r1978,187,1.0,strict_core,core
r1979,187,1.0,strict_core,core
r198,187,1.0,strict_core,core
r1980,187,1.0,strict_core,core
r1981,187,1.0,strict_core,core
r1982,187,1.0,strict_core,core
r1983,187,1.0,strict_core,core
r1988,187,1.0,strict_core,core
r199,187,1.0,strict_core,core
r1992,187,1.0,strict_core,core
r1997,187,1.0,strict_core,core
r2,187,1.0,strict_core,core
r20,187,1.0,strict_core,core
r2003,187,1.0,strict_core,core
r2007,187,1.0,strict_core,core
r2012,187,1.0,strict_core,core
r2018,187,1.0,strict_core,core
r2023,187,1.0,strict_core,core
r2027,187,1.0,strict_core,core
r203,187,1.0,strict_core,core
r2031,187,1.0,strict_core,core
r2035,187,1.0,strict_core,core
r204,187,1.0,strict_core,core
r2040,187,1.0,strict_core,core
r2044,187,1.0,strict_core,core
r205,187,1.0,strict_core,core
r2052,187,1.0,strict_core,core
r2056,187,1.0,strict_core,core
r206,187,1.0,strict_core,core
r2060,187,1.0,strict_core,core
r2064,187,1.0,strict_core,core
r2070,187,1.0,strict_core,core
r2074,187,1.0,strict_core,core
r2079,187,1.0,strict_core,core
r208,187,1.0,strict_core,core
r2081,187,1.0,strict_core,core
r2083,187,1.0,strict_core,core
r2085,187,1.0,strict_core,core
r2086,187,1.0,strict_core,core
r2087,187,1.0,strict_core,core
r2088,187,1.0,strict_core,core
r2089,187,1.0,strict_core,core
r2090,187,1.0,strict_core,core
r2091,187,1.0,strict_core,core
r2092,187,1.0,strict_core,core
r2093,187,1.0,strict_core,core
r2095,187,1.0,strict_core,core
r2098,187,1.0,strict_core,core
r2099,187,1.0,strict_core,core
r2101,187,1.0,strict_core,core
r2102,187,1.0,strict_core,core
r2103,187,1.0,strict_core,core
r2104,187,1.0,strict_core,core
r2105,187,1.0,strict_core,core
r2106,187,1.0,strict_core,core
r2107,187,1.0,strict_core,core
r2108,187,1.0,strict_core,core
r2109,187,1.0,strict_core,core
r211,187,1.0,strict_core,core
r2110,187,1.0,strict_core,core
r2111,187,1.0,strict_core,core
r2112,187,1.0,strict_core,core
r2113,187,1.0,strict_core,core
r2114,187,1.0,strict_core,core
r2115,187,1.0,strict_core,core
r2116,187,1.0,strict_core,core
r2117,187,1.0,strict_core,core
r2118,187,1.0,strict_core,core
r2119,187,1.0,strict_core,core
r2120,187,1.0,strict_core,core
r2124,187,1.0,strict_core,core
r2125,187,1.0,strict_core,core
r2126,187,1.0,strict_core,core
r2127,187,1.0,strict_core,core
r2128,187,1.0,strict_core,core
r2129,187,1.0,strict_core,core
r2130,187,1.0,strict_core,core
r2131,187,1.0,strict_core,core
r2132,187,1.0,strict_core,core
r2133,187,1.0,strict_core,core
r2134,187,1.0,strict_core,core
r2135,187,1.0,strict_core,core
r2136,187,1.0,strict_core,core
r2137,187,1.0,strict_core,core
r2138,187,1.0,strict_core,core
r2139,187,1.0,strict_core,core
r214,187,1.0,strict_core,core
r2140,187,1.0,strict_core,core
r2141,187,1.0,strict_core,core
r2142,187,1.0,strict_core,core
r2143,187,1.0,strict_core,core
r2144,187,1.0,strict_core,core
r2145,187,1.0,strict_core,core
r2146,187,1.0,strict_core,core
r2147,187,1.0,strict_core,core
r2148,187,1.0,strict_core,core
r2149,187,1.0,strict_core,core
r2150,187,1.0,strict_core,core
r2151,187,1.0,strict_core,core
r2152,187,1.0,strict_core,core
r2153,187,1.0,strict_core,core
r2154,187,1.0,strict_core,core
r2155,187,1.0,strict_core,core
r2156,187,1.0,strict_core,core
r2157,187,1.0,strict_core,core
r2158,187,1.0,strict_core,core
r2159,187,1.0,strict_core,core
r216,187,1.0,strict_core,core
r2160,187,1.0,strict_core,core
r2161,187,1.0,strict_core,core
r2162,187,1.0,strict_core,core
r2163,187,1.0,strict_core,core
r2164,187,1.0,strict_core,core
r2165,187,1.0,strict_core,core
r2166,187,1.0,strict_core,core
r2167,187,1.0,strict_core,core
r2168,187,1.0,strict_core,core
r2169,187,1.0,strict_core,core
r2170,187,1.0,strict_core,core
r2171,187,1.0,strict_core,core
r2172,187,1.0,strict_core,core
r2173,187,1.0,strict_core,core
r2174,187,1.0,strict_core,core
r2175,187,1.0,strict_core,core
r2176,187,1.0,strict_core,core
r2177,187,1.0,strict_core,core
r2178,187,1.0,strict_core,core
r2179,187,1.0,strict_core,core
r2180,187,1.0,strict_core,core
r2181,187,1.0,strict_core,core
r2182,187,1.0,strict_core,core
r2183,187,1.0,strict_core,core
r2184,187,1.0,strict_core,core
r2185,187,1.0,strict_core,core
r2186,187,1.0,strict_core,core
r2187,187,1.0,strict_core,core
r2188,187,1.0,strict_core,core
r219,187,1.0,strict_core,core
r2190,187,1.0,strict_core,core
r2192,187,1.0,strict_core,core
r2193,187,1.0,strict_core,core
r2194,187,1.0,strict_core,core
r2195,187,1.0,strict_core,core
r2196,187,1.0,strict_core,core
r2197,187,1.0,strict_core,core
r2198,187,1.0,strict_core,core
r2199,187,1.0,strict_core,core
r22,187,1.0,strict_core,core
r2200,187,1.0,strict_core,core
r2201,187,1.0,strict_core,core
r2202,187,1.0,strict_core,core
r2203,187,1.0,strict_core,core
r2204,187,1.0,strict_core,core
r2205,187,1.0,strict_core,core
r2206,187,1.0,strict_core,core
r2207,187,1.0,strict_core,core
r2208,187,1.0,strict_core,core
r2209,187,1.0,strict_core,core
r2210,187,1.0,strict_core,core
r2211,187,1.0,strict_core,core
r2212,187,1.0,strict_core,core
r2213,187,1.0,strict_core,core
r2214,187,1.0,strict_core,core
r2215,187,1.0,strict_core,core
r2216,187,1.0,strict_core,core
r2217,187,1.0,strict_core,core
r2218,187,1.0,strict_core,core
r2219,187,1.0,strict_core,core
r222,187,1.0,strict_core,core
r2220,187,1.0,strict_core,core
r2221,187,1.0,strict_core,core
r2222,187,1.0,strict_core,core
r2223,187,1.0,strict_core,core
r2224,187,1.0,strict_core,core
r2225,187,1.0,strict_core,core
r2226,187,1.0,strict_core,core
r2227,187,1.0,strict_core,core
r2228,187,1.0,strict_core,core
r2229,187,1.0,strict_core,core
r2230,187,1.0,strict_core,core
r2231,187,1.0,strict_core,core
r2232,187,1.0,strict_core,core
r2233,187,1.0,strict_core,core
r2234,187,1.0,strict_core,core
r2235,187,1.0,strict_core,core
r2236,187,1.0,strict_core,core
r2237,187,1.0,strict_core,core
r2238,187,1.0,strict_core,core
r2239,187,1.0,strict_core,core
r2240,187,1.0,strict_core,core
r2241,187,1.0,strict_core,core
r2242,187,1.0,strict_core,core
r2243,187,1.0,strict_core,core
r2244,187,1.0,strict_core,core
r2245,187,1.0,strict_core,core
r2246,187,1.0,strict_core,core
r2247,187,1.0,strict_core,core
r2248,187,1.0,strict_core,core
r2249,187,1.0,strict_core,core
r2250,187,1.0,strict_core,core
r2251,187,1.0,strict_core,core
r2252,187,1.0,strict_core,core
r2253,187,1.0,strict_core,core
r2254,187,1.0,strict_core,core
r2255,187,1.0,strict_core,core
r2256,187,1.0,strict_core,core
r2257,187,1.0,strict_core,core
r2258,187,1.0,strict_core,core
r2259,187,1.0,strict_core,core
r226,187,1.0,strict_core,core
r2260,187,1.0,strict_core,core
r2261,187,1.0,strict_core,core
r2262,187,1.0,strict_core,core
r2263,187,1.0,strict_core,core
r2264,187,1.0,strict_core,core
r2265,187,1.0,strict_core,core
r2266,187,1.0,strict_core,core
r2267,187,1.0,strict_core,core
r2268,187,1.0,strict_core,core
r2269,187,1.0,strict_core,core
r2270,187,1.0,strict_core,core
r2271,187,1.0,strict_core,core
r2272,187,1.0,strict_core,core
r2273,187,1.0,strict_core,core
r2274,187,1.0,strict_core,core
r2275,187,1.0,strict_core,core
r2276,187,1.0,strict_core,core
r2277,187,1.0,strict_core,core
r2278,187,1.0,strict_core,core
r2279,187,1.0,strict_core,core
r2280,187,1.0,strict_core,core
r2281,187,1.0,strict_core,core
r2282,187,1.0,strict_core,core
r2283,187,1.0,strict_core,core
r2284,187,1.0,strict_core,core
r2285,187,1.0,strict_core,core
r2286,187,1.0,strict_core,core
r2287,187,1.0,strict_core,core
r2288,187,1.0,strict_core,core
r2289,187,1.0,strict_core,core
r2290,187,1.0,strict_core,core
r2291,187,1.0,strict_core,core
r2292,187,1.0,strict_core,core
r2293,187,1.0,strict_core,core
r2294,187,1.0,strict_core,core
r2295,187,1.0,strict_core,core
r2296,187,1.0,strict_core,core
r2297,187,1.0,strict_core,core
r2298,187,1.0,strict_core,core
r2299,187,1.0,strict_core,core
r230,187,1.0,strict_core,core
r2300,187,1.0,strict_core,core
r2301,187,1.0,strict_core,core
r2302,187,1.0,strict_core,core
r2303,187,1.0,strict_core,core
r2304,187,1.0,strict_core,core
r2305,187,1.0,strict_core,core
r2306,187,1.0,strict_core,core
r2307,187,1.0,strict_core,core
r2308,187,1.0,strict_core,core
r2309,187,1.0,strict_core,core
r231,187,1.0,strict_core,core
r2310,187,1.0,strict_core,core
r2311,187,1.0,strict_core,core
r2312,187,1.0,strict_core,core
r2313,187,1.0,strict_core,core
r2314,187,1.0,strict_core,core
r2315,187,1.0,strict_core,core
r2316,187,1.0,strict_core,core
r2317,187,1.0,strict_core,core
r2318,187,1.0,strict_core,core
r2319,187,1.0,strict_core,core
r232,186,0.9946524064171123,softcore,core
r2320,187,1.0,strict_core,core
r2321,187,1.0,strict_core,core
r2322,187,1.0,strict_core,core
r2323,187,1.0,strict_core,core
r2324,187,1.0,strict_core,core
r2325,187,1.0,strict_core,core
r2326,187,1.0,strict_core,core
r2327,187,1.0,strict_core,core
r2328,187,1.0,strict_core,core
r2329,187,1.0,strict_core,core
r233,187,1.0,strict_core,core
r2330,187,1.0,strict_core,core
r2331,187,1.0,strict_core,core
r2332,187,1.0,strict_core,core
r2333,187,1.0,strict_core,core
r2335,187,1.0,strict_core,core
r2336,187,1.0,strict_core,core
r2337,187,1.0,strict_core,core
r2338,187,1.0,strict_core,core
r2339,187,1.0,strict_core,core
r2342,187,1.0,strict_core,core
r2343,187,1.0,strict_core,core
r2344,187,1.0,strict_core,core
r2345,187,1.0,strict_core,core
r2346,187,1.0,strict_core,core
r2347,187,1.0,strict_core,core
r2348,187,1.0,strict_core,core
r2349,187,1.0,strict_core,core
r2350,187,1.0,strict_core,core
r2351,187,1.0,strict_core,core
r2352,187,1.0,strict_core,core
r2353,187,1.0,strict_core,core
r2354,187,1.0,strict_core,core
r2355,187,1.0,strict_core,core
r2356,187,1.0,strict_core,core
r2357,187,1.0,strict_core,core
r2358,187,1.0,strict_core,core
r2359,187,1.0,strict_core,core
r236,187,1.0,strict_core,core
r2360,187,1.0,strict_core,core
r238,187,1.0,strict_core,core
r240,187,1.0,strict_core,core
r242,187,1.0,strict_core,core
r245,187,1.0,strict_core,core
r246,187,1.0,strict_core,core
r247,187,1.0,strict_core,core
r248,187,1.0,strict_core,core
r25,187,1.0,strict_core,core
r250,187,1.0,strict_core,core
r252,187,1.0,strict_core,core
r253,187,1.0,strict_core,core
r257,187,1.0,strict_core,core
r258,187,1.0,strict_core,core
r259,187,1.0,strict_core,core
r26,187,1.0,strict_core,core
r262,186,0.9946524064171123,softcore,core
r263,187,1.0,strict_core,core
r266,187,1.0,strict_core,core
r267,187,1.0,strict_core,core
r269,187,1.0,strict_core,core
r272,187,1.0,strict_core,core
r273,187,1.0,strict_core,core
r274,152,0.8128342245989305,shell,accessory
r276,187,1.0,strict_core,core
r279,187,1.0,strict_core,core
r280,187,1.0,strict_core,core
r281,187,1.0,strict_core,core
r283,187,1.0,strict_core,core
r285,187,1.0,strict_core,core
r286,187,1.0,strict_core,core
r289,187,1.0,strict_core,core
r290,187,1.0,strict_core,core
r295,187,1.0,strict_core,core
r296,187,1.0,strict_core,core
r297,187,1.0,strict_core,core
r299,187,1.0,strict_core,core
r3,187,1.0,strict_core,core
r30,187,1.0,strict_core,core
r300,186,0.9946524064171123,softcore,core
r301,187,1.0,strict_core,core
r302,187,1.0,strict_core,core
r303,187,1.0,strict_core,core
r304,187,1.0,strict_core,core
r307,187,1.0,strict_core,core
r308,187,1.0,strict_core,core
r31,187,1.0,strict_core,core
r310,187,1.0,strict_core,core
r315,186,0.9946524064171123,softcore,core
r316,187,1.0,strict_core,core
r317,187,1.0,strict_core,core
r318,187,1.0,strict_core,core
r319,187,1.0,strict_core,core
r32,187,1.0,strict_core,core
r320,187,1.0,strict_core,core
r321,187,1.0,strict_core,core
r326,187,1.0,strict_core,core
r33,187,1.0,strict_core,core
r331,187,1.0,strict_core,core
r333,187,1.0,strict_core,core
r334,187,1.0,strict_core,core
r336,187,1.0,strict_core,core
r337,187,1.0,strict_core,core
r34,187,1.0,strict_core,core
r342,187,1.0,strict_core,core
r347,187,1.0,strict_core,core
r351,187,1.0,strict_core,core
r353,187,1.0,strict_core,core
r367,186,0.9946524064171123,softcore,core
r369,187,1.0,strict_core,core
r372,187,1.0,strict_core,core
r374,187,1.0,strict_core,core
r376,187,1.0,strict_core,core
r377,187,1.0,strict_core,core
r378,187,1.0,strict_core,core
r379,187,1.0,strict_core,core
r38,187,1.0,strict_core,core
r380,187,1.0,strict_core,core
r381,187,1.0,strict_core,core
r387,187,1.0,strict_core,core
r388,187,1.0,strict_core,core
r389,187,1.0,strict_core,core
r390,187,1.0,strict_core,core
r391,187,1.0,strict_core,core
r392,187,1.0,strict_core,core
r393,187,1.0,strict_core,core
r394,187,1.0,strict_core,core
r395,187,1.0,strict_core,core
r404,187,1.0,strict_core,core
r407,187,1.0,strict_core,core
r416,187,1.0,strict_core,core
r419,187,1.0,strict_core,core
r420,187,1.0,strict_core,core
r421,187,1.0,strict_core,core
r422,187,1.0,strict_core,core
r427,187,1.0,strict_core,core
r43,187,1.0,strict_core,core
r440,187,1.0,strict_core,core
r441,187,1.0,strict_core,core
r443,187,1.0,strict_core,core
r445,187,1.0,strict_core,core
r446,187,1.0,strict_core,core
r447,187,1.0,strict_core,core
r458,187,1.0,strict_core,core
r464,187,1.0,strict_core,core
r466,187,1.0,strict_core,core
r473,187,1.0,strict_core,core
r474,187,1.0,strict_core,core
r477,187,1.0,strict_core,core
r48,187,1.0,strict_core,core
r484,187,1.0,strict_core,core
r486,187,1.0,strict_core,core
r49,187,1.0,strict_core,core
r494,187,1.0,strict_core,core
r495,187,1.0,strict_core,core
r496,184,0.983957219251337,softcore,core
r497,184,0.983957219251337,softcore,core
r498,184,0.983957219251337,softcore,core
r499,187,1.0,strict_core,core
r50,187,1.0,strict_core,core
r501,187,1.0,strict_core,core
r502,186,0.9946524064171123,softcore,core
r503,187,1.0,strict_core,core
r504,187,1.0,strict_core,core
r505,187,1.0,strict_core,core
r506,187,1.0,strict_core,core
r507,187,1.0,strict_core,core
r508,187,1.0,strict_core,core
r509,186,0.9946524064171123,softcore,core
r51,187,1.0,strict_core,core
r510,187,1.0,strict_core,core
r511,187,1.0,strict_core,core
r512,187,1.0,strict_core,core
r513,187,1.0,strict_core,core
r514,187,1.0,strict_core,core
r515,187,1.0,strict_core,core
r517,187,1.0,strict_core,core
r518,187,1.0,strict_core,core
r519,187,1.0,strict_core,core
r520,187,1.0,strict_core,core
r523,187,1.0,strict_core,core
r525,187,1.0,strict_core,core
r526,187,1.0,strict_core,core
r527,187,1.0,strict_core,core
r529,187,1.0,strict_core,core
r53,187,1.0,strict_core,core
r530,186,0.9946524064171123,softcore,core
r531,187,1.0,strict_core,core
r532,187,1.0,strict_core,core
r533,187,1.0,strict_core,core
r534,187,1.0,strict_core,core
r535,187,1.0,strict_core,core
r538,187,1.0,strict_core,core
r54,187,1.0,strict_core,core
r544,187,1.0,strict_core,core
r545,186,0.9946524064171123,softcore,core
r546,187,1.0,strict_core,core
r547,187,1.0,strict_core,core
r548,186,0.9946524064171123,softcore,core
r549,187,1.0,strict_core,core
r55,187,1.0,strict_core,core
r550,187,1.0,strict_core,core
r551,187,1.0,strict_core,core
r552,187,1.0,strict_core,core
r555,187,1.0,strict_core,core
r558,187,1.0,strict_core,core
r559,187,1.0,strict_core,core
r560,186,0.9946524064171123,softcore,core
r561,187,1.0,strict_core,core
r562,187,1.0,strict_core,core
r564,187,1.0,strict_core,core
r567,187,1.0,strict_core,core
r568,187,1.0,strict_core,core
r569,186,0.9946524064171123,softcore,core
r570,187,1.0,strict_core,core
r571,187,1.0,strict_core,core
r573,187,1.0,strict_core,core
r574,187,1.0,strict_core,core
r576,187,1.0,strict_core,core
r577,187,1.0,strict_core,core
r579,187,1.0,strict_core,core
r58,187,1.0,strict_core,core
r580,187,1.0,strict_core,core
r582,187,1.0,strict_core,core
r584,185,0.9893048128342246,softcore,core
r585,187,1.0,strict_core,core
r586,187,1.0,strict_core,core
r589,185,0.9893048128342246,softcore,core
r590,187,1.0,strict_core,core
r591,187,1.0,strict_core,core
r592,187,1.0,strict_core,core
r593,187,1.0,strict_core,core
r594,187,1.0,strict_core,core
r595,187,1.0,strict_core,core
r596,187,1.0,strict_core,core
r597,187,1.0,strict_core,core
r6,187,1.0,strict_core,core
r601,187,1.0,strict_core,core
r602,187,1.0,strict_core,core
r603,187,1.0,strict_core,core
r606,187,1.0,strict_core,core
r607,187,1.0,strict_core,core
r608,187,1.0,strict_core,core
r609,187,1.0,strict_core,core
r61,187,1.0,strict_core,core
r611,187,1.0,strict_core,core
r612,187,1.0,strict_core,core
r613,187,1.0,strict_core,core
r614,184,0.983957219251337,softcore,core
r615,187,1.0,strict_core,core
r616,187,1.0,strict_core,core
r617,187,1.0,strict_core,core
r618,186,0.9946524064171123,softcore,core
r619,187,1.0,strict_core,core
r62,186,0.9946524064171123,softcore,core
r623,187,1.0,strict_core,core
r627,187,1.0,strict_core,core
r63,187,1.0,strict_core,core
r631,187,1.0,strict_core,core
r635,187,1.0,strict_core,core
r639,187,1.0,strict_core,core
r64,187,1.0,strict_core,core
r642,187,1.0,strict_core,core
r643,187,1.0,strict_core,core
r645,187,1.0,strict_core,core
r647,187,1.0,strict_core,core
r650,5,0.026737967914438502,cloud,accessory
r651,187,1.0,strict_core,core
r652,187,1.0,strict_core,core
r654,187,1.0,strict_core,core
r657,187,1.0,strict_core,core
r659,187,1.0,strict_core,core
r66,187,1.0,strict_core,core
r660,187,1.0,strict_core,core
r663,187,1.0,strict_core,core
r666,187,1.0,strict_core,core
r667,187,1.0,strict_core,core
r668,187,1.0,strict_core,core
r669,187,1.0,strict_core,core
r671,187,1.0,strict_core,core
r672,187,1.0,strict_core,core
r676,187,1.0,strict_core,core
r68,187,1.0,strict_core,core
r680,187,1.0,strict_core,core
r684,186,0.9946524064171123,softcore,core
r685,187,1.0,strict_core,core
r686,187,1.0,strict_core,core
r687,185,0.9893048128342246,softcore,core
r689,187,1.0,strict_core,core
r69,187,1.0,strict_core,core
r691,187,1.0,strict_core,core
r692,187,1.0,strict_core,core
r693,187,1.0,strict_core,core
r697,187,1.0,strict_core,core
r701,187,1.0,strict_core,core
r703,187,1.0,strict_core,core
r704,187,1.0,strict_core,core
r705,187,1.0,strict_core,core
r706,186,0.9946524064171123,softcore,core
r707,187,1.0,strict_core,core
r713,187,1.0,strict_core,core
r714,187,1.0,strict_core,core
r717,187,1.0,strict_core,core
r718,186,0.9946524064171123,softcore,core
r72,187,1.0,strict_core,core
r720,187,1.0,strict_core,core
r722,187,1.0,strict_core,core
r724,187,1.0,strict_core,core
r725,187,1.0,strict_core,core
r726,187,1.0,strict_core,core
r728,187,1.0,strict_core,core
r729,186,0.9946524064171123,softcore,core
r730,186,0.9946524064171123,softcore,core
r731,187,1.0,strict_core,core
r733,187,1.0,strict_core,core
r734,187,1.0,strict_core,core
r74,187,1.0,strict_core,core
r741,187,1.0,strict_core,core
r748,187,1.0,strict_core,core
r749,187,1.0,strict_core,core
r751,187,1.0,strict_core,core
r752,186,0.9946524064171123,softcore,core
r753,186,0.9946524064171123,softcore,core
r754,187,1.0,strict_core,core
r755,187,1.0,strict_core,core
r756,187,1.0,strict_core,core
r757,187,1.0,strict_core,core
r759,187,1.0,strict_core,core
r760,187,1.0,strict_core,core
r761,187,1.0,strict_core,core
r762,187,1.0,strict_core,core
r763,187,1.0,strict_core,core
r764,187,1.0,strict_core,core
r765,187,1.0,strict_core,core
r766,184,0.983957219251337,softcore,core
r767,187,1.0,strict_core,core
r768,187,1.0,strict_core,core
r769,187,1.0,strict_core,core
r77,187,1.0,strict_core,core
r770,187,1.0,strict_core,core
r771,187,1.0,strict_core,core
r773,187,1.0,strict_core,core
r774,187,1.0,strict_core,core
r775,187,1.0,strict_core,core
r776,187,1.0,strict_core,core
r777,187,1.0,strict_core,core
r779,187,1.0,strict_core,core
r780,187,1.0,strict_core,core
r781,187,1.0,strict_core,core
r782,187,1.0,strict_core,core
r783,187,1.0,strict_core,core
r784,187,1.0,strict_core,core
r785,187,1.0,strict_core,core
r786,187,1.0,strict_core,core
r787,187,1.0,strict_core,core
r788,187,1.0,strict_core,core
r793,187,1.0,strict_core,core
r798,187,1.0,strict_core,core
r799,187,1.0,strict_core,core
r800,187,1.0,strict_core,core
r801,187,1.0,strict_core,core
r803,187,1.0,strict_core,core
r804,187,1.0,strict_core,core
r805,187,1.0,strict_core,core
r806,187,1.0,strict_core,core
r807,187,1.0,strict_core,core
r808,186,0.9946524064171123,softcore,core
r809,187,1.0,strict_core,core
r811,187,1.0,strict_core,core
r812,187,1.0,strict_core,core
r813,187,1.0,strict_core,core
r814,187,1.0,strict_core,core
r815,187,1.0,strict_core,core
r816,187,1.0,strict_core,core
r817,187,1.0,strict_core,core
r818,186,0.9946524064171123,softcore,core
r819,187,1.0,strict_core,core
r82,187,1.0,strict_core,core
r823,187,1.0,strict_core,core
r824,187,1.0,strict_core,core
r825,187,1.0,strict_core,core
r826,187,1.0,strict_core,core
r828,187,1.0,strict_core,core
r830,187,1.0,strict_core,core
r831,187,1.0,strict_core,core
r833,187,1.0,strict_core,core
r834,187,1.0,strict_core,core
r835,187,1.0,strict_core,core
r836,187,1.0,strict_core,core
r837,187,1.0,strict_core,core
r839,187,1.0,strict_core,core
r842,152,0.8128342245989305,shell,accessory
r843,187,1.0,strict_core,core
r845,187,1.0,strict_core,core
r847,187,1.0,strict_core,core
r851,187,1.0,strict_core,core
r853,187,1.0,strict_core,core
r855,187,1.0,strict_core,core
r857,187,1.0,strict_core,core
r858,187,1.0,strict_core,core
r864,187,1.0,strict_core,core
r865,187,1.0,strict_core,core
r867,187,1.0,strict_core,core
r868,187,1.0,strict_core,core
r87,187,1.0,strict_core,core
r870,187,1.0,strict_core,core
r871,187,1.0,strict_core,core
r872,187,1.0,strict_core,core
r873,187,1.0,strict_core,core
r877,187,1.0,strict_core,core
r878,187,1.0,strict_core,core
r88,187,1.0,strict_core,core
r880,187,1.0,strict_core,core
r881,187,1.0,strict_core,core
r882,187,1.0,strict_core,core
r883,187,1.0,strict_core,core
r884,187,1.0,strict_core,core
r885,187,1.0,strict_core,core
r886,187,1.0,strict_core,core
r887,187,1.0,strict_core,core
r888,187,1.0,strict_core,core
r889,187,1.0,strict_core,core
r89,187,1.0,strict_core,core
r890,187,1.0,strict_core,core
r892,187,1.0,strict_core,core
r896,187,1.0,strict_core,core
r897,187,1.0,strict_core,core
r899,187,1.0,strict_core,core
r90,187,1.0,strict_core,core
r900,187,1.0,strict_core,core
r902,187,1.0,strict_core,core
r903,187,1.0,strict_core,core
r906,187,1.0,strict_core,core
r907,187,1.0,strict_core,core
r908,187,1.0,strict_core,core
r909,187,1.0,strict_core,core
r91,187,1.0,strict_core,core
r910,186,0.9946524064171123,softcore,core
r911,187,1.0,strict_core,core
r914,187,1.0,strict_core,core
r915,187,1.0,strict_core,core
r916,187,1.0,strict_core,core
r92,187,1.0,strict_core,core
r921,187,1.0,strict_core,core
r923,187,1.0,strict_core,core
r924,187,1.0,strict_core,core
r925,187,1.0,strict_core,core
r929,186,0.9946524064171123,softcore,core
r930,187,1.0,strict_core,core
r934,187,1.0,strict_core,core
r938,187,1.0,strict_core,core
r939,187,1.0,strict_core,core
r941,187,1.0,strict_core,core
r943,187,1.0,strict_core,core
r944,187,1.0,strict_core,core
r945,187,1.0,strict_core,core
r947,187,1.0,strict_core,core
r948,187,1.0,strict_core,core
r95,187,1.0,strict_core,core
r952,187,1.0,strict_core,core
r954,187,1.0,strict_core,core
r956,187,1.0,strict_core,core
r958,187,1.0,strict_core,core
r959,187,1.0,strict_core,core
r96,187,1.0,strict_core,core
r960,186,0.9946524064171123,softcore,core
r961,187,1.0,strict_core,core
r962,187,1.0,strict_core,core
r963,187,1.0,strict_core,core
r964,187,1.0,strict_core,core
r966,172,0.9197860962566845,shell,accessory
r969,187,1.0,strict_core,core
r97,186,0.9946524064171123,softcore,core
r971,172,0.9197860962566845,shell,accessory
r974,187,1.0,strict_core,core
r975,187,1.0,strict_core,core
r977,187,1.0,strict_core,core
r978,187,1.0,strict_core,core
r98,186,0.9946524064171123,softcore,core
r981,187,1.0,strict_core,core
r984,187,1.0,strict_core,core
r985,187,1.0,strict_core,core
r989,187,1.0,strict_core,core
r99,186,0.9946524064171123,softcore,core
r993,187,1.0,strict_core,core
r994,187,1.0,strict_core,core
r996,187,1.0,strict_core,core
